YEAR,SN,PRECIPITATION,TEMPERATURE,IRI,INITIAL_IRI,STATION_ID,AGE,ACCUMULATED_AADTT
1998,6.199999809265137,1602.300048828125,20.899999618530273,0.6507714322635105,0.6430000066757202,22_0116,1,491
1999,6.199999809265137,1062.0999755859375,20.5,0.658542857851301,0.6430000066757202,22_0116,2,752
2000,6.199999809265137,1257.699951171875,20.100000381469727,0.6663142834390913,0.6430000066757202,22_0116,3,1023
2001,6.199999809265137,1811.5,19.899999618530273,0.6740857090268816,0.6430000066757202,22_0116,4,1304
2002,6.199999809265137,2111.0,19.899999618530273,0.6818571346146719,0.6430000066757202,22_0116,5,1595
2003,6.199999809265137,1310.4000244140625,19.899999618530273,0.6896285602024623,0.6430000066757202,22_0116,6,1897
2004,6.199999809265137,1783.0,20.700000762939453,0.6973999857902526,0.6430000066757202,22_0116,7,2209
2005,6.199999809265137,1239.4000244140625,20.799999237060547,0.7229999899864197,0.6430000066757202,22_0116,8,2531
2006,6.199999809265137,1495.300048828125,20.799999237060547,0.7485999941825867,0.6430000066757202,22_0116,9,2863
2007,6.199999809265137,1687.0999755859375,20.399999618530273,0.7118000030517578,0.6430000066757202,22_0116,10,3206
2008,6.199999809265137,1262.199951171875,20.299999237060547,0.7303333282470703,0.6430000066757202,22_0116,11,3596
2009,6.199999809265137,1715.300048828125,20.399999618530273,0.8369666576385498,0.6430000066757202,22_0116,12,3924
2010,6.199999809265137,1009.5,20.100000381469727,0.9435999870300293,0.6430000066757202,22_0116,13,4258
2011,6.199999809265137,965.9000244140625,20.399999618530273,0.7843999981880188,0.6430000066757202,22_0116,14,4638
2012,6.199999809265137,1732.5999755859375,20.899999618530273,0.7621999979019165,0.6430000066757202,22_0116,15,5067
2013,6.199999809265137,1480.300048828125,19.799999237060547,0.7240000009536743,0.6430000066757202,22_0116,16,5498
2014,6.199999809265137,1544.4000244140625,19.100000381469727,0.7868000030517578,0.6430000066757202,22_0116,17,5910
2015,6.199999809265137,1694.9000244140625,20.5,0.6936999976634979,0.6430000066757202,22_0116,18,6314
2016,6.199999809265137,1857.199951171875,20.899999618530273,0.6005999922752381,0.6430000066757202,22_0116,19,6748
1997,6.0,1615.4000244140625,19.600000381469727,0.5888000011444092,0.5888000011444092,22_0117,0,240
1998,6.0,1602.300048828125,20.899999618530273,0.5965714284351894,0.5888000011444092,22_0117,1,491
1999,6.0,1062.0999755859375,20.5,0.6043428557259696,0.5888000011444092,22_0117,2,752
2000,6.0,1257.699951171875,20.100000381469727,0.6121142830167497,0.5888000011444092,22_0117,3,1023
2001,6.0,1811.5,19.899999618530273,0.61988571030753,0.5888000011444092,22_0117,4,1304
2002,6.0,2111.0,19.899999618530273,0.6276571375983102,0.5888000011444092,22_0117,5,1595
2003,6.0,1310.4000244140625,19.899999618530273,0.6354285648890904,0.5888000011444092,22_0117,6,1897
