YEAR,SN,PRECIPITATION,TEMPERATURE,IRI,INITIAL_IRI,STATION_ID,AGE,ACCUMULATED_AADTT
1997,4.300000190734863,1001.7999877929688,15.5,1.0595999956130981,1.0595999956130981,40_0113,0,264
1998,4.300000190734863,759.0999755859375,17.299999237060547,1.1036000013351441,1.0595999956130981,40_0113,1,536
1999,4.300000190734863,756.2000122070312,16.799999237060547,1.14760000705719,1.0595999956130981,40_0113,2,817
2000,4.300000190734863,979.2000122070312,16.5,1.1718999981880187,1.0595999956130981,40_0113,3,1106
2001,4.300000190734863,637.7000122070312,16.600000381469727,1.1961999893188477,1.0595999956130981,40_0113,4,1404
2002,4.300000190734863,900.7000122070312,15.600000381469727,1.183199977874756,1.0595999956130981,40_0113,5,1738
2003,4.300000190734863,651.7000122070312,16.200000762939453,1.280400013923645,1.0595999956130981,40_0113,6,2070
2004,4.300000190734863,948.7999877929688,16.0,1.3400000095367433,1.0595999956130981,40_0113,7,2405
2005,4.300000190734863,621.7999877929688,16.0,1.5029999971389771,1.0595999956130981,40_0113,8,2701
2006,4.300000190734863,657.4000244140625,17.600000381469727,1.665999984741211,1.0595999956130981,40_0113,9,3072
2007,4.300000190734863,1360.5,16.200000762939453,1.828999972343445,1.0595999956130981,40_0113,10,3448
2008,4.300000190734863,665.0,16.399999618530273,1.2379999876022338,1.0595999956130981,40_0113,11,3810
1997,5.900000095367432,1001.7999877929688,15.5,0.9621999979019165,0.9621999979019165,40_0114,0,264
1998,5.900000095367432,759.0999755859375,17.299999237060547,0.9874000012874603,0.9621999979019165,40_0114,1,536
1999,5.900000095367432,756.2000122070312,16.799999237060547,1.0126000046730042,0.9621999979019165,40_0114,2,817
2000,5.900000095367432,979.2000122070312,16.5,1.0287500023841858,0.9621999979019165,40_0114,3,1106
2001,5.900000095367432,637.7000122070312,16.600000381469727,1.0449000000953674,0.9621999979019165,40_0114,4,1404
2002,5.900000095367432,900.7000122070312,15.600000381469727,1.0296000003814698,0.9621999979019165,40_0114,5,1738
2003,5.900000095367432,651.7000122070312,16.200000762939453,1.0100000143051147,0.9621999979019165,40_0114,6,2070
2004,5.900000095367432,948.7999877929688,16.0,1.0312000036239624,0.9621999979019165,40_0114,7,2405
2005,5.900000095367432,621.7999877929688,16.0,1.0368666648864746,0.9621999979019165,40_0114,8,2701
2006,5.900000095367432,657.4000244140625,17.600000381469727,1.0425333261489869,0.9621999979019165,40_0114,9,3072
2007,5.900000095367432,1360.5,16.200000762939453,1.0481999874114991,0.9621999979019165,40_0114,10,3448
2008,5.900000095367432,665.0,16.399999618530273,1.0553999900817872,0.9621999979019165,40_0114,11,3810
2009,5.900000095367432,828.7000122070312,16.399999618530273,1.0579999923706054,0.9621999979019165,40_0114,12,4017
2010,5.900000095367432,822.4000244140625,16.600000381469727,1.0605999946594238,0.9621999979019165,40_0114,13,4337
2011,5.900000095367432,438.1000061035156,17.899999618530273,1.0971999883651733,0.9621999979019165,40_0114,14,4562
2012,5.900000095367432,475.70001220703125,18.600000381469727,1.144700002670288,0.9621999979019165,40_0114,15,4817
2013,5.900000095367432,746.7999877929688,16.299999237060547,1.1922000169754028,0.9621999979019165,40_0114,16,5075
2014,5.900000095367432,482.79998779296875,16.299999237060547,1.1552666743596394,0.9621999979019165,40_0114,17,5340
2015,5.900000095367432,1068.5999755859375,17.100000381469727,1.1183333317438762,0.9621999979019165,40_0114,18,5615
2016,5.900000095367432,886.4000244140625,17.799999237060547,1.0813999891281127,0.9621999979019165,40_0114,19,5888
1997,7.199999809265137,1001.7999877929688,15.5,1.116800022125244,1.116800022125244,40_0115,0,264
1998,7.199999809265137,759.0999755859375,17.299999237060547,1.132200014591217,1.116800022125244,40_0115,1,536
1999,7.199999809265137,756.2000122070312,16.799999237060547,1.14760000705719,1.116800022125244,40_0115,2,817
2000,7.199999809265137,979.2000122070312,16.5,1.1662999987602234,1.116800022125244,40_0115,3,1106
2001,7.199999809265137,637.7000122070312,16.600000381469727,1.1849999904632569,1.116800022125244,40_0115,4,1404
2002,7.199999809265137,900.7000122070312,15.600000381469727,1.1729999780654907,1.116800022125244,40_0115,5,1738
2003,7.199999809265137,651.7000122070312,16.200000762939453,1.1657999753952026,1.116800022125244,40_0115,6,2070
2004,7.199999809265137,948.7999877929688,16.0,1.1752000093460082,1.116800022125244,40_0115,7,2405
2005,7.199999809265137,621.7999877929688,16.0,1.187066674232483,1.116800022125244,40_0115,8,2701
2006,7.199999809265137,657.4000244140625,17.600000381469727,1.1989333391189574,1.116800022125244,40_0115,9,3072
2007,7.199999809265137,1360.5,16.200000762939453,1.210800004005432,1.116800022125244,40_0115,10,3448
2008,7.199999809265137,665.0,16.399999618530273,1.1925999879837037,1.116800022125244,40_0115,11,3810
2009,7.199999809265137,828.7000122070312,16.399999618530273,1.2212999939918519,1.116800022125244,40_0115,12,4017
2010,7.199999809265137,822.4000244140625,16.600000381469727,1.25,1.116800022125244,40_0115,13,4337
2011,7.199999809265137,438.1000061035156,17.899999618530273,1.223199987411499,1.116800022125244,40_0115,14,4562
2012,7.199999809265137,475.70001220703125,18.600000381469727,1.2176999926567076,1.116800022125244,40_0115,15,4817
2013,7.199999809265137,746.7999877929688,16.299999237060547,1.2121999979019165,1.116800022125244,40_0115,16,5075
2014,7.199999809265137,482.79998779296875,16.299999237060547,1.0425333301226298,1.116800022125244,40_0115,17,5340
2015,7.199999809265137,1068.5999755859375,17.100000381469727,0.872866662343343,1.116800022125244,40_0115,18,5615
2016,7.199999809265137,886.4000244140625,17.799999237060547,0.7031999945640564,1.116800022125244,40_0115,19,5888
1997,6.5,1001.7999877929688,15.5,1.0312000036239624,1.0312000036239624,40_0116,0,264
1998,6.5,759.0999755859375,17.299999237060547,1.028100001811981,1.0312000036239624,40_0116,1,536
